DATE_REFERAL,OBLAST,RAION,SETTLEMENTS,ADMIN1,ADMIN2,ADMIN4,INFORMANT,REFERRAL_AGENCY,GCA_NGCA,ALERT_TYPE,CONFLICT_RELATED,NEED_TYPE,DESCRIPTION,CONTEXT,AFFECTED,NO_AFFECTED,SOURCE_INFO,CLUSTER,RESPONSE_PARTNER,CONFIRMATION,ACTION,NO_BENEFICIARIES,STATUS,DATE_UPDATE,GAP_BENEFICIARIES,UNCOVERED_NEEDS,ADDITIONAL_INFO_LINK,COMMENTS,latitude,longitude
2016-06-09,Donetska,Kostiantynivskyi,Molocharka,1400000000,1422400000,1422484103," ","quisquam iure nostrum",GCA,"Mine Risk",No,"Access to humanitarian assistance","Iusto soluta optio cum aperiam iure. Soluta accusamus tempora temporibus totam quo voluptate quidem."," ",Individuals,88,"libero aut repellendus","Livelihoods/Early Recovery"," ",Yes,"ipsum neque explicabo vitae a voluptate fuga numquam",81,"Addressed but unresolved",2016-07-19,35,"dignissimos odit ratione",http://leon.org/tags/blog/terms.htm,"Et aliquid perspiciatis harum. Repellat corporis consequatur laboriosam. Officiis ullam quas perferendis maiores laborum facilis quasi.",48.559,37.71
2016-02-12,Luhanska,Starobilskyi,Baidivka,4400000000,4425100000,4425180101,"cumque similique laboriosam","nihil mollitia odio",NGCA,"Support Request",Yes,"Access to health services","Sapiente nulla ipsum voluptas eligendi itaque. Unde quaerat dolores harum occaecati aliquam.","Repellat sint mollitia soluta. Ratione commodi quam maxime exercitationem sit sunt.",NDP,50," ",Health/Nutrition," ",No," ",15,resolved,2016-05-08,9,"nesciunt perspiciatis repellat"," "," ",49.163,38.922
2015-01-13,Donetska,Novoazovskyi,Siedovo-Vasylivka,1400000000,1423600000,1423687705,"odit eius possimus"," ",GCA,"Support Request",Yes,Other,"Nostrum sequi nulla impedit officia labore. Facilis ipsa mollitia iusto eum.","Ab aperiam molestiae eaque quaerat blanditiis tempora quasi. Ipsa in voluptate harum quam.",Community,113," ","Water Sanitation Hygiene","reiciendis perferendis aut",Yes," ",64,resolved,2015-07-09,53,"amet facere possimus",http://olson.com/explore/explore/blog/homepage.html,"Odit laborum ad exercitationem veritatis. Similique consequatur maxime similique laboriosam. Sequi quibusdam molestias rem blanditiis ad saepe. Ipsam facere possimus itaque deserunt.",47.224,38.113
2016-03-16,Donetska,Marinskyi,Halytsynivka,1400000000,1423300000,1423381101," "," ",NGCA,"Support Request",No,"Access to water"," ","Ipsum cum hic corporis itaque officiis. Iste voluptatum nisi facilis nulla ipsum excepturi.",Community,81," ","Livelihoods/Early Recovery"," ",No,"inventore a accusamus ipsa neque assumenda aperiam earum",58,"Not addressed",2016-07-14,60," "," "," ",48.102,37.449
2015-11-06,Luhanska,Bilokurakynskyi,Kuriachivka,4400000000,4420900000,4420985501," "," ",NGCA,"Support Request",Yes,Other,"Quidem nemo labore enim quia dolores natus illo odio. Totam odit at itaque iste suscipit.","Sit dolorem sit doloremque voluptatum. Explicabo aliquid architecto dolores.",Community,85," ","Livelihoods/Early Recovery","repellendus tempore sit",Yes," ",48,"Not addressed",2016-03-01,72," ",http://lopez.com/," ",49.642,38.693
2015-03-28,Luhanska,Rubizhanska,Rubizhne,4400000000,4412500000,4412500000,"eos minima cumque"," ",GCA,"Need Overview",No,"Access to humanitarian assistance","Saepe ipsam ullam unde officiis doloremque dolores. Facere molestiae a totam ipsa odio. Temporibus odio porro voluptatum minus."," ",Individuals,129,"praesentium illum nostrum",Protection," ",Yes,"voluptatibus eligendi nulla ullam corrupti voluptatibus inventore voluptatum",7,resolved,2016-01-10,107," "," "," ",49.021,38.366
2015-12-23,Luhanska,Antratsytivskyi,Shyrokyi,4400000000,4420300000,4420384407," "," ",NGCA,"Support Request",No,"Access to health services","Fugit vitae maxime odit voluptates delectus omnis. Sapiente iusto animi similique perspiciatis officiis temporibus."," ",NDP,45," ","Water Sanitation Hygiene"," ",Yes," ",16,resolved,2016-04-22,31,"dolore molestias magni",http://galloway.com/,"Ut aut iusto veritatis magnam facere repellat quam veniam. Odio commodi fugit error quaerat incidunt quis. Neque provident deserunt harum dolor consequuntur dolor ducimus.",48.332,38.858
2015-01-19,Donetska,Kostiantynivskyi,Pleshchiivka,1400000000,1422400000,1422483003," "," ",GCA,"Mine Risk",Yes,"Access to humanitarian assistance","Eius voluptas a hic. Maiores tempora mollitia commodi nemo sit omnis expedita.","Soluta magnam optio asperiores iste porro unde. Rem quasi corrupti explicabo ad.",Community,118," ",Logistics," ",Yes,"voluptatem quisquam quaerat neque aperiam perferendis a dolor",93,"Not addressed",2015-10-17,88,"soluta aliquid error"," "," ",48.457,37.779
2015-03-02,Luhanska,Kirovska,Krynychne,4400000000,4411000000,4411045701," ","illo natus id",GCA,"Support Request",No,"Presence of landmines and/or EWRs","Maiores ducimus expedita occaecati asperiores. Harum consectetur possimus ea repellendus. Praesentium adipisci dolores dolor."," ",Individuals,98,"quaerat atque optio",Protection," ",No,"recusandae distinctio nemo est nihil facere veniam labore",90,"Not addressed",2016-05-21,12,"animi provident error"," ","Laboriosam sapiente laudantium voluptas ipsam tempora minima sint. Expedita veritatis quo consectetur quod maxime. Enim eius labore et nobis.",48.602,38.715
2015-05-20,Donetska,Krasnolymanskyi,Terny,1400000000,1423000000,1423085401,"nisi doloribus modi"," ",GCA,"Support Request",No,"Access to water"," "," ",Individuals,101,"assumenda tempore consectetur",Protection,"accusantium odit provident",Yes,"magni omnis a alias est sed iure excepturi",78,resolved,2015-10-28,27," ",http://www.martin.info/list/tags/terms/,"Vero blanditiis ipsam vero quod quam cum. Beatae enim perferendis quia est ea. Reiciendis quos natus porro soluta.",49.097,37.966
2015-07-24,Donetska,Shakhtarska,Shakhtarsk,1400000000,1415300000,1415300000,"porro sint quibusdam"," ",GCA,"Support Request",No,"Access to humanitarian assistance","Sapiente sequi veniam libero quod fugiat. Dolore odit adipisci ipsam mollitia. Dolorem non beatae provident suscipit.","Facilis doloribus deleniti magni aliquam nostrum impedit qui. Nemo rem accusantium illo vitae.",Community,12,"dolor atque veniam","Livelihoods/Early Recovery","omnis repudiandae esse",Yes,"blanditiis pariatur cum ratione corporis nesciunt qui dolores",1,resolved,2016-02-15,10," ",http://smith-martinez.biz/category/tag/tag/register.jsp,"Voluptatibus tempore quos earum voluptas a ex adipisci. Mollitia ipsam modi laborum dolorem. Delectus aut laborum ut quas.",48.075,38.416
2015-03-13,Donetska,Telmanivskyi,Cherevkivske,1400000000,1424800000,1424885903,"quia voluptate repellendus"," ",GCA,"Mine Risk",No,"Presence of landmines and/or EWRs","Accusantium vero asperiores rem alias voluptates nihil. Veritatis consequuntur exercitationem distinctio."," ",IDP,17,"rem dolore earum","Food Security"," ",Yes," ",2,"Addressed but unresolved",2016-01-31,0," ",http://hill.com/explore/explore/category/," ",47.461,38.146
2016-05-23,Luhanska,Krasnodonskyi,Simeikyne,4400000000,4421400000,4421456500,"voluptate perspiciatis provident","optio labore rem",NGCA,"Need Overview",No,"Access to humanitarian assistance","Voluptates autem labore dicta suscipit quibusdam reiciendis. Dolorem culpa in corrupti. Magnam vero labore rem quam.","Hic saepe quo nihil sint debitis quam. Tenetur illo itaque hic tempora magnam nihil mollitia.",Community,127," ","Emergency Shelter/NFI"," ",No," ",68,resolved,2016-07-08,26,"sit molestias nisi"," "," ",48.33,39.534
2015-01-29,Luhanska,Markivskyi,Heraskivske,4400000000,4422500000,4422584403,"recusandae porro asperiores","ad pariatur natus",GCA,"Need Overview",Yes,"Access to health services"," ","Fugit aperiam illum nihil corrupti. Quis numquam at perferendis illum.",Individuals,123,"doloremque magnam veniam",Health/Nutrition,"rerum esse dolorum",Yes,"facere accusantium eligendi voluptate temporibus praesentium rerum dicta",70,"Not addressed",2015-11-14,115,"quisquam modi eaque",http://www.arnold.biz/search/search/,"Error laborum facilis corrupti adipisci impedit provident esse. Earum delectus vel facilis. Illo nemo tenetur quasi cupiditate quam.",49.645,39.528
2015-04-09,Donetska,Artemivska,"Chasiv Yar",1400000000,1410300000,1410370600," ","pariatur nihil debitis",GCA,"Mine Risk",No,"Access to water","Aliquam aliquam eum in natus laboriosam. Nam itaque temporibus nesciunt atque. Ducimus ratione aliquid occaecati vero.","Ducimus tempore ipsum praesentium. Officiis omnis quod nobis blanditiis.",Individuals,14," ","Livelihoods/Early Recovery","nesciunt laudantium accusamus",Yes,"odit possimus ducimus a maxime corrupti voluptatum porro",2,resolved,2016-06-26,13," "," "," ",48.593,37.852
2015-07-05,Luhanska,Antratsytska,"Verkhnii Naholchyk",4400000000,4410300000,4410345600,"aliquid voluptas reiciendis","molestias culpa quod",GCA,"Need Overview",Yes,"Presence of landmines and/or EWRs","Numquam vitae eum unde. Animi excepturi sint soluta magni incidunt ea illum. Nam iure perspiciatis alias."," ",Individuals,109,"odio similique laborum",Health/Nutrition,"blanditiis amet accusamus",No," ",52,resolved,2015-12-15,72,"praesentium maiores error"," "," ",48.089,39.084
2015-04-11,Donetska,Artemivska,"Krasna Hora",1400000000,1410300000,1410345600," ","nesciunt excepturi atque",GCA,"Support Request",No,"Access to water"," ","Magni aperiam vitae soluta numquam cupiditate in. Nemo qui nobis ab commodi.",NDP,34,"mollitia quisquam repellat","Emergency Shelter/NFI","fugit corporis molestias",Yes," ",9,"Addressed but unresolved",2015-05-18,23," "," ","Corporis cumque maxime numquam fuga molestiae ex. Nisi repellat minus non amet nesciunt et nisi expedita. Occaecati quos quia aperiam voluptas. Officiis et velit eos.",48.66,38.018
2016-03-10,Luhanska,Rubizhanska,Rubizhne,4400000000,4412500000,4412500000,"assumenda cum dignissimos","facilis vitae doloremque",GCA,"Support Request",No,"Access to health services","Ad illum quibusdam enim assumenda. Ea laudantium iste quos. Consequuntur quasi recusandae sint eligendi natus laborum."," ",Community,9," ",Protection,"blanditiis commodi quae",No," ",3,resolved,2016-05-01,1," ",http://payne.net/author/,"Quis minus modi necessitatibus expedita. Optio iste nobis cum cum assumenda. Similique magni velit consequatur debitis alias.",49.021,38.366
2016-04-05,Luhanska,Markivskyi,Heraskivske,4400000000,4422500000,4422584403,"expedita unde nulla","corrupti minus quasi",GCA,"Mine Risk",No,"Access to NFI"," ","Aperiam laudantium ut cum rerum. Neque vitae repellendus veniam ducimus ratione.",IDP,32," ","Food Security","suscipit molestias consequuntur",No,"doloribus rem cupiditate minima a doloremque a ut",6,resolved,2016-04-23,11," ",http://ray-ochoa.com/login/," ",49.645,39.528
2015-08-26,Luhanska,Perevalskyi,Komisarivka,4400000000,4423600000,4423656100," ","ducimus laudantium cumque",GCA,"Mine Risk",No,"Access to water","Fugit aspernatur at eius. Ipsa magnam at nostrum voluptate commodi alias. Harum reprehenderit at quidem ad corrupti."," ",IDP,62," ","Food Security","quisquam id quam",Yes,"mollitia assumenda quis amet tempora perferendis adipisci rerum",5,"Not addressed",2016-01-26,30," ",http://reed.net/tag/categories/main/author/,"Atque consequatur a architecto. Voluptas accusantium omnis molestias fugiat rem eius. Recusandae ipsam rerum repudiandae qui. Ab sequi perferendis ad minus reprehenderit molestiae quaerat.",48.389,38.522
2016-05-19,Donetska,Dokuchaievska,Dokuchaievsk,1400000000,1411600000,1411600000," ","sequi atque accusamus",GCA,"Mine Risk",No,"Access to water"," ","Dolor quis cumque nihil quasi. Porro rem dolorem facilis incidunt. Accusamus unde eligendi nam.",Individuals,82," ",Protection," ",Yes,"ducimus itaque libero quisquam vitae officiis quod unde",37,"Addressed but unresolved",2016-07-10,34,"incidunt numquam numquam"," ","Dolor sapiente cupiditate debitis unde occaecati. Est ea hic soluta corporis unde similique. Consequuntur saepe quidem culpa corrupti. Nostrum provident eum quidem.",47.749,37.677
2015-11-13,Donetska,Dokuchaievska,Dokuchaievsk,1400000000,1411600000,1411600000,"quaerat minima eos"," ",GCA,"Support Request",Yes,Other,"Earum soluta incidunt adipisci quis non mollitia. Odio ipsum at enim dolore."," ",IDP,26,"perspiciatis illum perspiciatis",Logistics,"temporibus tempore velit",Yes,"aspernatur voluptate itaque porro aperiam voluptatibus blanditiis expedita",6,"Not addressed",2015-12-26,9,"ipsum dolores atque"," "," ",47.749,37.677
2015-07-24,Donetska,Velykonovosilkivskyi,"Yasna Poliana",1400000000,1421200000,1421286403," ","vel voluptatibus reiciendis",NGCA,"Mine Risk",Yes,"Access to humanitarian assistance","Praesentium deserunt vitae rem nemo. Repellat harum similique esse labore sunt quas. Nihil facere laborum aspernatur corrupti."," ",IDP,76," ","Food Security","totam soluta sint",Yes," ",25,resolved,2016-04-14,5,"minus itaque harum",http://miranda.com/author/,"Est explicabo corporis odio nemo laudantium. Dolorum veniam molestiae voluptatum nemo. Voluptates sint molestias repudiandae. Debitis non quam blanditiis nulla impedit.",47.879,37.03
2015-09-07,Donetska,Yasynuvatska,Yasynuvata,1400000000,1415500000,1415500000,"in voluptatum exercitationem"," ",GCA,"Mine Risk",No,"Presence of landmines and/or EWRs"," ","Ipsum ut eum ad ea porro. Explicabo ut perferendis magnam aperiam.",Individuals,102," ",Health/Nutrition,"iusto vero doloremque",No,"accusantium quos eius quam iusto voluptates aspernatur illum",4,resolved,2015-09-08,93,"nihil pariatur nulla"," ","Ullam doloremque repudiandae ex odio unde. Fugiat voluptatum doloremque ipsam quaerat commodi.",48.129,37.861
2015-02-17,Donetska,Marinskyi,Krasnohorivka,1400000000,1423300000,1423310400,"harum eveniet eligendi"," ",GCA,"Mine Risk",No,"Access to shelter","Tempora laborum debitis reiciendis magnam sapiente. Magnam alias quo occaecati odit incidunt.","Assumenda ipsum quas error. Labore delectus natus nulla necessitatibus id eaque vel sunt.",NDP,138,"magni iusto culpa",Health/Nutrition,"voluptatem perspiciatis quasi",Yes,"ex ullam labore aut fugit quod rem itaque",31,resolved,2015-03-02,19," "," "," ",48.009,37.501
2015-11-02,Luhanska,Antratsytska,Dubivskyi,4400000000,4410300000,4410345900,"qui aperiam natus"," ",GCA,"Need Overview",Yes,"Access to health services"," "," ",NDP,92," ",Protection,"cum fugiat qui",No," ",62,"Not addressed",2016-05-17,45,"hic nam rerum",http://www.cruz.com/main/,"Non nostrum pariatur sapiente voluptates. Unde ut cupiditate sit tenetur labore dignissimos. Voluptatibus modi adipisci quaerat architecto pariatur libero assumenda.",48.061,39.109
2015-08-07,Donetska,Volnovaskyi,Kropyvnytske,1400000000,1421500000,1421587903,"ipsam illo dolorum","earum tempore voluptatem",GCA,"Mine Risk",No,"Presence of landmines and/or EWRs"," ","Non temporibus inventore quas. Debitis cum adipisci quae nesciunt necessitatibus alias qui.",Community,135,"commodi quibusdam temporibus",Education,"omnis officiis aliquam",No," ",131,resolved,2016-07-16,1,"fuga dolorum ratione",http://smith.com/terms/," ",47.62,37.218
2016-06-01,Donetska,Artemivskyi,Striapivka,1400000000,1420900000,1420982004,"vitae atque iure","a enim qui",GCA,"Mine Risk",Yes,Other,"Ut delectus ad asperiores error ratione. Totam itaque est officiis illo vitae minus ut pariatur."," ",NDP,116," ","Food Security"," ",No,"odit nulla inventore asperiores provident unde suscipit et",104,"Not addressed",2016-07-05,25," ",http://bradshaw-greene.net/," ",48.671,38.154
2015-06-22,Luhanska,Stanychno-Luhanskyi,Harasymivka,4400000000,4424800000,4424882001," "," ",GCA,"Mine Risk",Yes,Other,"Cum tempore sunt possimus minus qui. Fugit quis sequi non aliquid molestiae ipsam. Aperiam labore quae at totam quas.","Omnis adipisci fugiat perferendis ex. Alias alias nihil autem sapiente.",Community,83," ",Protection,"excepturi quaerat recusandae",No,"officia accusamus unde corrupti fugit quisquam commodi id",27,resolved,2016-04-27,81," "," "," ",48.782,39.703
2015-11-15,Donetska,Donetska,Byriuky,1400000000,1410100000,1410166301,"dignissimos molestiae eaque"," ",NGCA,"Need Overview",Yes,"Access to NFI"," ","Ipsa optio nisi maxime adipisci. Quia tempora quam numquam numquam excepturi hic.",IDP,8," ","Food Security","eligendi neque illo",No,"aliquam cumque officiis reiciendis repellat nulla accusantium tempora",4,"Addressed but unresolved",2016-01-20,2,"vero impedit laudantium"," ","Eveniet deserunt quae consequatur occaecati mollitia. Eveniet ullam neque accusamus ipsa distinctio. Commodi quidem esse hic animi non.",47.862,38.084
2015-03-27,Luhanska,Markivskyi,Heraskivske,4400000000,4422500000,4422584403," "," ",NGCA,"Support Request",No,"Access to water"," ","Totam porro asperiores magni nihil. Neque minima dignissimos iure illo unde possimus.",NDP,70," ",Health/Nutrition," ",No,"sequi reiciendis molestiae magnam dolorum alias accusamus ex",60,resolved,2016-03-10,16,"illum mollitia autem"," ","Aut tempora omnis blanditiis tenetur inventore qui. Eum dolorem pariatur minus reprehenderit inventore officiis. Voluptate ducimus nobis ipsam consectetur nisi labore.",49.645,39.528
2015-06-28,Donetska,Volnovaskyi,Znamenivka,1400000000,1421500000,1421583202,"molestiae eius laboriosam","cumque ipsum eius",GCA,"Mine Risk",No,"Access to shelter"," "," ",IDP,83,"vero dicta dignissimos","Emergency Shelter/NFI","porro expedita quibusdam",No," ",68,"Not addressed",2016-02-21,34," "," ","Animi quae esse accusamus aperiam dolore. Consequatur harum id maxime eius suscipit maxime ducimus ullam. Natus eveniet labore aperiam sint quos.",47.43,37.444
2015-06-05,Donetska,Yenakiivska,Yunokomunarivsk,1400000000,1412000000,1412070700,"iure doloremque facere"," ",NGCA,"Mine Risk",Yes,"Access to NFI"," "," ",Community,33,"quisquam expedita tempore",Health/Nutrition," ",No," ",4,"Addressed but unresolved",2016-03-02,11,"odit optio alias",http://www.gonzalez-evans.com/tags/search/tag/login.php,"Eius non architecto optio. Architecto quis laboriosam recusandae laborum. Fugiat doloremque excepturi assumenda vitae magnam incidunt iure. Doloribus deserunt voluptas illo cum doloribus magni.",48.219,38.283
